TIMESTAMP,SRC_IP,SRC_PORT,DST_IP,DST_PORT,DIRECTION,IN_BYTES,OUT_BYTES,SWITCH,PORT
2015-01-01 00:00:06.103000,10.0.2.126,277,10.0.3.21,60,0,156,156,S53,11
2015-01-01 00:00:06.104000,10.0.2.126,277,10.0.3.21,60,0,156,156,S54,3
2015-01-01 00:00:06.105000,10.0.2.126,277,10.0.3.21,60,0,156,156,S54,2
2015-01-01 00:00:06.106000,10.0.2.126,277,10.0.3.21,60,0,156,156,S52,11
2015-01-01 00:00:06.107000,10.0.2.126,277,10.0.3.21,60,0,156,156,S52,2
2015-01-01 00:00:06.108000,10.0.2.126,277,10.0.3.21,60,0,156,156,S3,3
2015-01-01 00:00:06.109000,10.0.2.126,277,10.0.3.21,60,0,156,156,S3,1
2015-01-01 00:00:07.110000,10.0.4.72,372,10.0.5.63,80,0,200,200,S44,1
2015-01-01 00:00:07.111000,10.0.4.72,372,10.0.5.63,80,0,200,200,S44,5
2015-01-01 00:00:07.112000,10.0.4.72,372,10.0.5.63,80,0,200,200,S45,2
2015-01-01 00:00:07.113000,10.0.4.72,372,10.0.5.63,80,0,200,200,S45,3
2015-01-01 00:00:07.114000,10.0.4.72,372,10.0.5.63,80,0,200,200,S46,3
2015-01-01 00:00:07.115000,10.0.4.72,372,10.0.5.63,80,0,200,200,S46,2
2015-01-01 00:00:07.116000,10.0.4.72,372,10.0.5.63,80,0,200,200,S20,3
2015-01-01 00:00:07.117000,10.0.4.72,372,10.0.5.63,80,0,200,200,S20,2
2015-01-01 00:00:07.118000,10.0.4.72,372,10.0.5.63,80,0,119,119,S19,4
2015-01-01 00:00:07.119000,10.0.4.72,372,10.0.5.63,80,0,119,119,S19,3
2015-01-01 00:00:07.120000,10.0.4.72,372,10.0.5.63,80,0,119,119,S51,6
2015-01-01 00:00:07.121000,10.0.4.72,372,10.0.5.63,80,0,119,119,S51,16
2015-01-01 00:00:07.122000,10.0.4.72,372,10.0.5.63,80,0,119,119,S53,9
2015-01-01 00:00:07.123000,10.0.4.72,372,10.0.5.63,80,0,119,119,S53,11
2015-01-01 00:00:07.124000,10.0.4.72,372,10.0.5.63,80,0,119,119,S54,3
2015-01-01 00:00:07.125000,10.0.4.72,372,10.0.5.63,80,0,119,119,S54,2
2015-01-01 00:00:07.126000,10.0.4.72,372,10.0.5.63,80,0,119,119,S52,11
2015-01-01 00:00:07.127000,10.0.4.72,372,10.0.5.63,80,0,119,119,S52,2
2015-01-01 00:00:07.128000,10.0.4.72,372,10.0.5.63,80,0,119,119,S3,3
2015-01-01 00:00:07.129000,10.0.4.72,372,10.0.5.63,80,0,119,119,S3,1
2015-01-01 00:00:08.130000,10.0.0.22,62,10.0.1.12,60,0,200,200,S44,1
2015-01-01 00:00:08.131000,10.0.0.22,62,10.0.1.12,60,0,200,200,S44,2
2015-01-01 00:00:08.132000,10.0.0.22,62,10.0.1.12,60,0,200,200,S27,4
2015-01-01 00:00:08.133000,10.0.0.22,62,10.0.1.12,60,0,200,200,S27,2
2015-01-01 00:00:08.134000,10.0.0.22,62,10.0.1.12,60,0,200,200,S14,4
2015-01-01 00:00:08.135000,10.0.0.22,62,10.0.1.12,60,0,200,200,S14,2
2015-01-01 00:00:08.136000,10.0.0.22,62,10.0.1.12,60,0,200,200,S24,2
2015-01-01 00:00:08.137000,10.0.0.22,62,10.0.1.12,60,0,200,200,S24,3
2015-01-01 00:00:08.138000,10.0.0.22,62,10.0.1.12,60,0,200,200,S25,4
2015-01-01 00:00:08.139000,10.0.0.22,62,10.0.1.12,60,0,200,200,S25,2
2015-01-01 00:00:08.140000,10.0.0.22,62,10.0.1.12,60,0,200,200,S16,3
2015-01-01 00:00:08.141000,10.0.0.22,62,10.0.1.12,60,0,200,200,S16,2
2015-01-01 00:00:08.142000,10.0.0.22,62,10.0.1.12,60,0,200,200,S50,3
2015-01-01 00:00:08.143000,10.0.0.22,62,10.0.1.12,60,0,200,200,S50,13
2015-01-01 00:00:08.144000,10.0.0.22,62,10.0.1.12,60,0,200,200,S55,2
2015-01-01 00:00:08.145000,10.0.0.22,62,10.0.1.12,60,0,200,200,S55,4
2015-01-01 00:00:08.146000,10.0.0.22,62,10.0.1.12,60,0,200,200,S56,5
2015-01-01 00:00:08.147000,10.0.0.22,62,10.0.1.12,60,0,200,200,S56,2
2015-01-01 00:00:08.148000,10.0.0.22,62,10.0.1.12,60,0,200,200,S2,2
2015-01-01 00:00:08.149000,10.0.0.22,62,10.0.1.12,60,0,200,200,S2,1
2015-01-01 00:00:09.150000,10.0.0.89,129,10.0.1.9,60,0,200,200,S44,1
2015-01-01 00:00:09.151000,10.0.0.89,129,10.0.1.9,60,0,200,200,S44,2
2015-01-01 00:00:09.152000,10.0.0.89,129,10.0.1.9,60,0,123,123,S27,4
2015-01-01 00:00:09.153000,10.0.0.89,129,10.0.1.9,60,0,123,123,S27,2
2015-01-01 00:00:09.154000,10.0.0.89,129,10.0.1.9,60,0,63,63,S14,4
2015-01-01 00:00:09.155000,10.0.0.89,129,10.0.1.9,60,0,63,63,S14,2
2015-01-01 00:00:09.156000,10.0.0.89,129,10.0.1.9,60,0,63,63,S24,2
2015-01-01 00:00:09.157000,10.0.0.89,129,10.0.1.9,60,0,63,63,S24,3
2015-01-01 00:00:09.158000,10.0.0.89,129,10.0.1.9,60,0,63,63,S25,4
2015-01-01 00:00:09.159000,10.0.0.89,129,10.0.1.9,60,0,63,63,S25,2
2015-01-01 00:00:09.160000,10.0.0.89,129,10.0.1.9,60,0,63,63,S16,3
2015-01-01 00:00:09.161000,10.0.0.89,129,10.0.1.9,60,0,63,63,S16,2
2015-01-01 00:00:09.162000,10.0.0.89,129,10.0.1.9,60,0,63,63,S50,3
2015-01-01 00:00:09.163000,10.0.0.89,129,10.0.1.9,60,0,63,63,S50,13
2015-01-01 00:00:09.164000,10.0.0.89,129,10.0.1.9,60,0,63,63,S55,2
2015-01-01 00:00:09.165000,10.0.0.89,129,10.0.1.9,60,0,63,63,S55,4
2015-01-01 00:00:09.166000,10.0.0.89,129,10.0.1.9,60,0,63,63,S56,5
2015-01-01 00:00:09.167000,10.0.0.89,129,10.0.1.9,60,0,63,63,S56,2
2015-01-01 00:00:09.168000,10.0.0.89,129,10.0.1.9,60,0,63,63,S2,2
2015-01-01 00:00:09.169000,10.0.0.89,129,10.0.1.9,60,0,63,63,S2,1
2015-01-01 00:00:10.170000,10.0.4.52,352,10.0.5.54,60,0,200,200,S44,1
2015-01-01 00:00:10.171000,10.0.4.52,352,10.0.5.54,60,0,200,200,S44,5
2015-01-01 00:00:10.172000,10.0.4.52,352,10.0.5.54,60,0,200,200,S45,2
2015-01-01 00:00:10.173000,10.0.4.52,352,10.0.5.54,60,0,200,200,S45,3
2015-01-01 00:00:10.174000,10.0.4.52,352,10.0.5.54,60,0,200,200,S46,3
2015-01-01 00:00:10.175000,10.0.4.52,352,10.0.5.54,60,0,200,200,S46,2
2015-01-01 00:00:10.176000,10.0.4.52,352,10.0.5.54,60,0,200,200,S20,3
2015-01-01 00:00:10.177000,10.0.4.52,352,10.0.5.54,60,0,200,200,S20,2
2015-01-01 00:00:10.178000,10.0.4.52,352,10.0.5.54,60,0,200,200,S19,4
2015-01-01 00:00:10.179000,10.0.4.52,352,10.0.5.54,60,0,200,200,S19,3
2015-01-01 00:00:10.180000,10.0.4.52,352,10.0.5.54,60,0,137,137,S51,6
2015-01-01 00:00:10.181000,10.0.4.52,352,10.0.5.54,60,0,137,137,S51,16
2015-01-01 00:00:10.182000,10.0.4.52,352,10.0.5.54,60,0,137,137,S53,9
2015-01-01 00:00:10.183000,10.0.4.52,352,10.0.5.54,60,0,137,137,S53,11
2015-01-01 00:00:10.184000,10.0.4.52,352,10.0.5.54,60,0,137,137,S54,3
2015-01-01 00:00:10.185000,10.0.4.52,352,10.0.5.54,60,0,137,137,S54,2
2015-01-01 00:00:10.186000,10.0.4.52,352,10.0.5.54,60,0,137,137,S52,11
2015-01-01 00:00:10.187000,10.0.4.52,352,10.0.5.54,60,0,137,137,S52,2
2015-01-01 00:00:10.188000,10.0.4.52,352,10.0.5.54,60,0,137,137,S3,3
2015-01-01 00:00:10.189000,10.0.4.52,352,10.0.5.54,60,0,137,137,S3,1
2015-01-01 00:00:11.190000,10.0.4.52,352,10.0.5.117,70,0,200,200,S44,1
2015-01-01 00:00:11.191000,10.0.4.52,352,10.0.5.117,70,0,200,200,S44,5
2015-01-01 00:00:11.192000,10.0.4.52,352,10.0.5.117,70,0,148,148,S45,2
2015-01-01 00:00:11.193000,10.0.4.52,352,10.0.5.117,70,0,148,148,S45,3
2015-01-01 00:00:11.194000,10.0.4.52,352,10.0.5.117,70,0,148,148,S46,3
2015-01-01 00:00:11.195000,10.0.4.52,352,10.0.5.117,70,0,148,148,S46,2
2015-01-01 00:00:11.196000,10.0.4.52,352,10.0.5.117,70,0,148,148,S20,3
2015-01-01 00:00:11.197000,10.0.4.52,352,10.0.5.117,70,0,148,148,S20,2
2015-01-01 00:00:11.198000,10.0.4.52,352,10.0.5.117,70,0,101,101,S19,4
2015-01-01 00:00:11.199000,10.0.4.52,352,10.0.5.117,70,0,101,101,S19,3
2015-01-01 00:00:11.200000,10.0.4.52,352,10.0.5.117,70,0,101,101,S51,6
2015-01-01 00:00:11.201000,10.0.4.52,352,10.0.5.117,70,0,101,101,S51,16
2015-01-01 00:00:11.202000,10.0.4.52,352,10.0.5.117,70,0,101,101,S53,9
2015-01-01 00:00:11.203000,10.0.4.52,352,10.0.5.117,70,0,101,101,S53,11
2015-01-01 00:00:11.204000,10.0.4.52,352,10.0.5.117,70,0,101,101,S54,3
2015-01-01 00:00:11.205000,10.0.4.52,352,10.0.5.117,70,0,101,101,S54,2
2015-01-01 00:00:11.206000,10.0.4.52,352,10.0.5.117,70,0,101,101,S52,11
2015-01-01 00:00:11.207000,10.0.4.52,352,10.0.5.117,70,0,101,101,S52,2
2015-01-01 00:00:11.208000,10.0.4.52,352,10.0.5.117,70,0,101,101,S3,3
2015-01-01 00:00:11.209000,10.0.4.52,352,10.0.5.117,70,0,101,101,S3,1
2015-01-01 00:00:12.210000,10.0.2.5,156,10.0.3.103,70,0,200,200,S45,1
2015-01-01 00:00:12.211000,10.0.2.5,156,10.0.3.103,70,0,200,200,S45,3
2015-01-01 00:00:12.212000,10.0.2.5,156,10.0.3.103,70,0,200,200,S46,3
2015-01-01 00:00:12.213000,10.0.2.5,156,10.0.3.103,70,0,200,200,S46,2
2015-01-01 00:00:12.214000,10.0.2.5,156,10.0.3.103,70,0,200,200,S20,3
2015-01-01 00:00:12.215000,10.0.2.5,156,10.0.3.103,70,0,200,200,S20,2
2015-01-01 00:00:12.216000,10.0.2.5,156,10.0.3.103,70,0,200,200,S19,4
2015-01-01 00:00:12.217000,10.0.2.5,156,10.0.3.103,70,0,200,200,S19,3
2015-01-01 00:00:12.218000,10.0.2.5,156,10.0.3.103,70,0,153,153,S51,6
2015-01-01 00:00:12.219000,10.0.2.5,156,10.0.3.103,70,0,153,153,S51,16
2015-01-01 00:00:12.220000,10.0.2.5,156,10.0.3.103,70,0,153,153,S53,9
2015-01-01 00:00:12.221000,10.0.2.5,156,10.0.3.103,70,0,153,153,S53,11
2015-01-01 00:00:12.222000,10.0.2.5,156,10.0.3.103,70,0,153,153,S54,3
2015-01-01 00:00:12.223000,10.0.2.5,156,10.0.3.103,70,0,153,153,S54,2
2015-01-01 00:00:12.224000,10.0.2.5,156,10.0.3.103,70,0,122,122,S52,11
2015-01-01 00:00:12.225000,10.0.2.5,156,10.0.3.103,70,0,122,122,S52,2
2015-01-01 00:00:12.226000,10.0.2.5,156,10.0.3.103,70,0,122,122,S3,3
2015-01-01 00:00:12.227000,10.0.2.5,156,10.0.3.103,70,0,122,122,S3,1
2015-01-01 00:00:13.228000,10.0.2.79,230,10.0.3.42,60,0,200,200,S45,1
2015-01-01 00:00:13.229000,10.0.2.79,230,10.0.3.42,60,0,200,200,S45,3
2015-01-01 00:00:13.230000,10.0.2.79,230,10.0.3.42,60,0,200,200,S46,3
2015-01-01 00:00:13.231000,10.0.2.79,230,10.0.3.42,60,0,200,200,S46,2
2015-01-01 00:00:13.232000,10.0.2.79,230,10.0.3.42,60,0,200,200,S20,3
2015-01-01 00:00:13.233000,10.0.2.79,230,10.0.3.42,60,0,200,200,S20,2
2015-01-01 00:00:13.234000,10.0.2.79,230,10.0.3.42,60,0,153,153,S19,4
2015-01-01 00:00:13.235000,10.0.2.79,230,10.0.3.42,60,0,153,153,S19,3
2015-01-01 00:00:13.236000,10.0.2.79,230,10.0.3.42,60,0,74,74,S51,6
2015-01-01 00:00:13.237000,10.0.2.79,230,10.0.3.42,60,0,74,74,S51,16
2015-01-01 00:00:13.238000,10.0.2.79,230,10.0.3.42,60,0,74,74,S53,9
2015-01-01 00:00:13.239000,10.0.2.79,230,10.0.3.42,60,0,74,74,S53,11
2015-01-01 00:00:13.240000,10.0.2.79,230,10.0.3.42,60,0,74,74,S54,3
2015-01-01 00:00:13.241000,10.0.2.79,230,10.0.3.42,60,0,74,74,S54,2
2015-01-01 00:00:13.242000,10.0.2.79,230,10.0.3.42,60,0,74,74,S52,11
2015-01-01 00:00:13.243000,10.0.2.79,230,10.0.3.42,60,0,74,74,S52,2
2015-01-01 00:00:13.244000,10.0.2.79,230,10.0.3.42,60,0,74,74,S3,3
2015-01-01 00:00:13.245000,10.0.2.79,230,10.0.3.42,60,0,74,74,S3,1
2015-01-01 00:00:14.246000,10.0.0.78,118,10.0.1.81,80,0,200,200,S44,1
2015-01-01 00:00:14.247000,10.0.0.78,118,10.0.1.81,80,0,200,200,S44,2
2015-01-01 00:00:14.248000,10.0.0.78,118,10.0.1.81,80,0,200,200,S27,4
2015-01-01 00:00:14.249000,10.0.0.78,118,10.0.1.81,80,0,200,200,S27,2
2015-01-01 00:00:14.250000,10.0.0.78,118,10.0.1.81,80,0,200,200,S14,4
2015-01-01 00:00:14.251000,10.0.0.78,118,10.0.1.81,80,0,200,200,S14,2
2015-01-01 00:00:14.252000,10.0.0.78,118,10.0.1.81,80,0,200,200,S24,2
2015-01-01 00:00:14.253000,10.0.0.78,118,10.0.1.81,80,0,200,200,S24,3
2015-01-01 00:00:14.254000,10.0.0.78,118,10.0.1.81,80,0,200,200,S25,4
2015-01-01 00:00:14.255000,10.0.0.78,118,10.0.1.81,80,0,200,200,S25,2
2015-01-01 00:00:14.256000,10.0.0.78,118,10.0.1.81,80,0,200,200,S16,3
2015-01-01 00:00:14.257000,10.0.0.78,118,10.0.1.81,80,0,200,200,S16,2
2015-01-01 00:00:14.258000,10.0.0.78,118,10.0.1.81,80,0,200,200,S50,3
2015-01-01 00:00:14.259000,10.0.0.78,118,10.0.1.81,80,0,200,200,S50,13
2015-01-01 00:00:14.260000,10.0.0.78,118,10.0.1.81,80,0,200,200,S55,2
2015-01-01 00:00:14.261000,10.0.0.78,118,10.0.1.81,80,0,200,200,S55,4
2015-01-01 00:00:14.262000,10.0.0.78,118,10.0.1.81,80,0,200,200,S56,5
2015-01-01 00:00:14.263000,10.0.0.78,118,10.0.1.81,80,0,200,200,S56,2
2015-01-01 00:00:14.264000,10.0.0.78,118,10.0.1.81,80,0,200,200,S2,2
2015-01-01 00:00:14.265000,10.0.0.78,118,10.0.1.81,80,0,200,200,S2,1
2015-01-01 00:00:15.266000,10.0.4.10,310,10.0.5.115,70,0,200,200,S44,1
2015-01-01 00:00:15.267000,10.0.4.10,310,10.0.5.115,70,0,200,200,S44,5
2015-01-01 00:00:15.268000,10.0.4.10,310,10.0.5.115,70,0,200,200,S45,2
2015-01-01 00:00:15.269000,10.0.4.10,310,10.0.5.115,70,0,200,200,S45,3
2015-01-01 00:00:15.270000,10.0.4.10,310,10.0.5.115,70,0,200,200,S46,3
2015-01-01 00:00:15.271000,10.0.4.10,310,10.0.5.115,70,0,200,200,S46,2
2015-01-01 00:00:15.272000,10.0.4.10,310,10.0.5.115,70,0,200,200,S20,3
2015-01-01 00:00:15.273000,10.0.4.10,310,10.0.5.115,70,0,200,200,S20,2
2015-01-01 00:00:15.274000,10.0.4.10,310,10.0.5.115,70,0,200,200,S19,4
2015-01-01 00:00:15.275000,10.0.4.10,310,10.0.5.115,70,0,200,200,S19,3
2015-01-01 00:00:15.276000,10.0.4.10,310,10.0.5.115,70,0,200,200,S51,6
2015-01-01 00:00:15.277000,10.0.4.10,310,10.0.5.115,70,0,200,200,S51,16
2015-01-01 00:00:15.278000,10.0.4.10,310,10.0.5.115,70,0,200,200,S53,9
2015-01-01 00:00:15.279000,10.0.4.10,310,10.0.5.115,70,0,200,200,S53,11
2015-01-01 00:00:15.280000,10.0.4.10,310,10.0.5.115,70,0,150,150,S54,3
2015-01-01 00:00:15.281000,10.0.4.10,310,10.0.5.115,70,0,150,150,S54,2
2015-01-01 00:00:15.282000,10.0.4.10,310,10.0.5.115,70,0,150,150,S52,11
2015-01-01 00:00:15.283000,10.0.4.10,310,10.0.5.115,70,0,150,150,S52,2
2015-01-01 00:00:15.284000,10.0.4.10,310,10.0.5.115,70,0,150,150,S3,3
2015-01-01 00:00:15.285000,10.0.4.10,310,10.0.5.115,70,0,150,150,S3,1
2015-01-01 00:00:16.286000,10.0.4.2,302,10.0.5.146,70,0,200,200,S44,1
2015-01-01 00:00:16.287000,10.0.4.2,302,10.0.5.146,70,0,200,200,S44,5
2015-01-01 00:00:16.288000,10.0.4.2,302,10.0.5.146,70,0,200,200,S45,2
2015-01-01 00:00:16.289000,10.0.4.2,302,10.0.5.146,70,0,200,200,S45,3
2015-01-01 00:00:16.290000,10.0.4.2,302,10.0.5.146,70,0,200,200,S46,3
2015-01-01 00:00:16.291000,10.0.4.2,302,10.0.5.146,70,0,200,200,S46,2
2015-01-01 00:00:16.292000,10.0.4.2,302,10.0.5.146,70,0,200,200,S20,3
2015-01-01 00:00:16.293000,10.0.4.2,302,10.0.5.146,70,0,200,200,S20,2
